hospital_id,Hospital_address,city,contact_number,physician_id,Speciality,INSURANCE_provider_name,insurance_provider_id,,,,,,cardiologist
HSID00141008,"5678 Oak St, New York, NY 10001",Anytown USA,555-555-5555,PHY18057,oncologist,Medicare,PID5132,,,,,,
HSID00141009,"4567 Oak Ave, San Francisco, CA 94110",New York,555-555-5555,PHY18058,oncologist,Cigna,PID5122,,,,,,
HSID00141010,"4567 Cedar Ln, Anytown, USA",Anytown,555-555-1234,PHY18059,neurologist,Medicare,PID5132,,,,,,
HSID00141011,"3456 Oak St, Threetown, USA",New York,555-555-5555,PHY18060,uralogist,UnitedHealthcare,PID5192,,,,,,
HSID00141012,"321 Elm St, San Francisco CA 94109",Othertown,555-555-5555,PHY18061,uralogist,Aetna,PID5112,,,,,,
HSID00141013,"7890 Maple St, Fourtown, USA",Boston,555-555-5557,PHY18062,cardiologist,Medicare,PID5132,,,,,,
HSID00141014,"1234 Main St, Anytown, USA",San Francisco,555-555-6666,PHY18063,uralogist,Cigna,PID5122,,,,,,
HSID00141015,"321 Pine St, Otherville USA",Chicago,555-3456-7890,PHY18064,neurologist,Bluecross,PID5142,,,,,,
HSID00141016,"5678 Oak Ave, New York, NY 10001",Miami,555-1234-5678,PHY18065,uralogist,Aetna,PID5112,,,,,,
HSID00141017,"9876 Maple St, Chicago, IL 60601",San Francisco,555-987-6543,PHY18066,oncologist,Bluecross,PID5142,,,,,,
HSID00141018,"3456 Oak Ave, Los Angeles, CA 90012",Los Angeles,206-555-7890,PHY18067,endocrinologist,Cigna,PID5122,,,,,,
HSID00141019,"789 Oak St, Newtown, USA",Threetown,555-234-5678,PHY18068,oncologist,Bluecross,PID5142,,,,,,
HSID00141020,"4567 Maple Ave, Los Angeles CA 90001",Othertown,555-555-5555,PHY18069,oncologist,Cigna,PID5122,,,,,,
HSID00141021,"456 Elm St, Anytown, USA",Otherville USA,303-555-6789,PHY18070,oncologist,Medicare,PID5132,,,,,,
HSID00141022,"9012 Pine St, New York, NY 10001",Houston,555-555-5556,PHY18071,uralogist,Cigna,PID5122,,,,,,
HSID00141023,"1234 Elm St, Minneapolis, MN 55405",Anytown,555-555-5555,PHY18072,oncologist,Medicare,PID5132,,,,,,
HSID00141024,"246 Pine St, Seattle, WA 98101",Seattle,555-345-6789,PHY18073,neurologist,BlueCross BlueShield,PID5142,,,,,,
HSID00141025,"7890 Cedar St, Anytown, USA",Denver,555-555-6666,PHY18074,oncologist,Aetna,PID5112,,,,,,
HSID00141026,"321 Elm St, San Francisco CA 94109",Anytown,555-555-6666,PHY18075,cardiologist,Aetna,PID5112,,,,,,
HSID00141027,"3456 Oak St, Threetown, USA",Anytown,(312) 555-1234,PHY18076,endocrinologist,Aetna,PID5112,,,,,,
HSID00141028,"1234 Oak St, Los Angeles, CA 90001",Seattle,555-2345-6789,PHY18077,oncologist,Aetna,PID5112,,,,,,
HSID00141029,"789 Elm St, Newtown USA",Fivetown,555-2222-3333,PHY18078,neurologist,Medicare,PID5132,,,,,,
HSID00141030,"101 Maple St, Anytown, USA",New York,555-3456-7890,PHY18079,neurologist,Cigna,PID5122,,,,,,
HSID00141031,"456 Elm St, Anytown, USA",Newtown,555-555-5555,PHY18080,neurologist,Medicare,PID5132,,,,,,
HSID00141032,"5678 Oak Ave, Miami, FL 33109",Anytown,555-555-5556,PHY18081,uralogist,Medicare,PID5132,,,,,,
HSID00141033,"456 Pine St, New York, NY 10012",Los Angeles,555-987-6543,PHY18082,uralogist,Medicare,PID5132,,,,,,
HSID00141034,"9012 Pine St, Chicago, IL 60601",Chicago,555-345-7890,PHY18083,neurologist,Aetna,PID5112,,,,,,
HSID00141035,"5678 Pine St, Fivetown, USA",Los Angeles,555-9876-5432,PHY18084,cardiologist,Bluecross,PID5142,,,,,,
HSID00141036,"1234 Oak Ave, San Diego CA 92109",Othertown,555-2222-3333,PHY18085,oncologist,Cigna,PID5122,,,,,,
HSID00141037,"1234 Maple St, Anytown, USA",Atlanta,555-555-5557,PHY18086,cardiologist,Medicare,PID5132,,,,,,
HSID00141038,"246 Birch St, Houston, TX 77002, USA",Miami,555-1234-5678,PHY18087,endocrinologist,Cigna,PID5122,,,,,,
HSID00141039,"3210 Cedar Rd, Miami, FL 33101",Seattle,555-555-5559,PHY18088,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00141040,"9012 Oak St, Chicago, IL 60601",Atlanta,555-555-5556,PHY18089,endocrinologist,Aetna,PID5112,,,,,,
HSID00141041,"1234 Elm St, Los Angeles, CA 90001",Anytown USA,555-555-5556,PHY18090,cardiologist,Aetna,PID5112,,,,,,
HSID00141042,"789 Oak St, Newtown, USA",Atlanta,555-3456-2345,PHY18091,uralogist,Aetna,PID5112,,,,,,
HSID00141043,"3456 Pine St, Anytown, USA",Miami,555-555-5557,PHY18092,endocrinologist,Medicare,PID5132,,,,,,
HSID00141044,"4567 Oak Ave, San Francisco, CA 94110",Minneapolis,555-555-5556,PHY18093,cardiologist,Bluecross,PID5142,,,,,,
HSID00141045,"135 Elm St, Miami, FL 33101, USA",San Francisco,555-555-5555,PHY18094,uralogist,Medicare,PID5132,,,,,,
HSID00141046,"1234 Maple St, Los Angeles, CA 90001",Anytown,555-555-5556,PHY18095,oncologist,Medicare,PID5132,,,,,,
HSID00141047,"789 Oak St, Anytown, USA",Los Angeles,555-555-5557,PHY18096,oncologist,Cigna,PID5122,,,,,,
HSID00141048,"1234 Maple St, Los Angeles, CA 90001",New York,555-555-7777,PHY18097,cardiologist,Cigna,PID5122,,,,,,
HSID00141049,"1234 Elm St, Atlanta, GA 30303",Seattle,555-555-5555,PHY18098,oncologist,Aetna,PID5112,,,,,,
HSID00141050,"135 Maple St, Boston, MA 02108",Othertown,555-555-5555,PHY18099,neurologist,Bluecross,PID5142,,,,,,
HSID00141051,"1234 Elm St, Los Angeles, CA 90001",Los Angeles,555-555-5558,PHY18100,uralogist,Unitedhealthcare,PID5192,,,,,,
HSID00141052,"6789 Elm St, Othertown, USA",Los Angeles,555-555-5555,PHY18101,neurologist,Bluecross,PID5142,,,,,,
HSID00141053,"7654 Cedar Rd, Denver, CO 80206",New York,555-555-5555,PHY18102,uralogist,Medicare,PID5132,,,,,,
HSID00141054,"123 Main St, Anytown, USA",Chicago,(213) 555-9876,PHY18103,uralogist,Cigna,PID5122,,,,,,
HSID00141055,"7654 Cedar Rd, Denver, CO 80206",Anytown,555-555-5555,PHY18104,neurologist,Unitedhealthcare,PID5192,,,,,,
HSID00141056,"246 Pine St, Seattle, WA 98101",Los Angeles,555-234-5678,PHY18105,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00141057,"1234 Maple St, Los Angeles, CA 90001",Boston,555-222-3333,PHY18106,oncologist,Medicare,PID5132,,,,,,
HSID00141058,"5678 Maple Ave, Chicago, IL",Threetown,555-9876-5432,PHY18107,cardiologist,Bluecross,PID5142,,,,,,
HSID00141059,"1234 Oak Ave, San Diego CA 92109",San Francisco,555-555-5559,PHY18108,uralogist,Unitedhealthcare,PID5192,,,,,,
HSID00141060,"1234 Oak Ave, San Diego CA 92109",Miami,555-555-5558,PHY18109,cardiologist,Bluecross,PID5142,,,,,,
HSID00141061,"1012 Pine St, Chicago, IL 60601",Minneapolis,555-555-5555,PHY18110,oncologist,BlueCross BlueShield,PID5142,,,,,,
HSID00141062,"4567 Cedar Ln, Anytown, USA",Miami,555-987-6543,PHY18111,endocrinologist,UnitedHealthcare,PID5192,,,,,,
HSID00141063,"246 Walnut St, Chicago, IL 60601",Houston,555-555-5555,PHY18112,neurologist,Bluecross,PID5142,,,,,,
HSID00141064,"7890 Maple St, Fourtown, USA",Chicago,(213) 555-9876,PHY18113,neurologist,Aetna,PID5112,,,,,,
HSID00141065,"5678 Pine St, Fivetown, USA",Los Angeles,617-555-2345,PHY18114,neurologist,Aetna,PID5112,,,,,,
HSID00141066,"3456 Pine St, Anytown, USA",Boston,555-555-5556,PHY18115,oncologist,Medicare,PID5132,,,,,,
HSID00141067,"321 Elm St, San Francisco CA 94109",Houston,(312) 555-1234,PHY18116,cardiologist,Bluecross,PID5142,,,,,,
HSID00141068,"3210 Cedar St, Houston, TX 77006",Othertown,303-555-6789,PHY18117,uralogist,Unitedhealthcare,PID5192,,,,,,
HSID00141069,"123 Maple St, San Francisco, CA 94110",New York,555-555-5558,PHY18118,uralogist,Aetna,PID5112,,,,,,
HSID00141070,"1012 Pine St, Chicago, IL 60601",Chicago,555-123-4567,PHY18119,neurologist,Bluecross,PID5142,,,,,,
HSID00141071,"456 Maple St, Los Angeles CA 90001",Othertown,555-567-8901,PHY18120,cardiologist,Bluecross,PID5142,,,,,,
HSID00141072,"123 Main St, Anytown, USA",Miami,(213) 555-9876,PHY18121,oncologist,Medicare,PID5132,,,,,,
HSID00141073,"123 Main St, San Francisco, CA 94114",New York,555-555-5556,PHY18122,uralogist,Cigna,PID5122,,,,,,
HSID00141074,"1234 Main St, Anytown, USA",Anytown,555-555-5557,PHY18123,cardiologist,Aetna,PID5112,,,,,,
HSID00141075,"246 Pine St, Seattle, WA 98101",Othernewtown,555-555-7777,PHY18124,endocrinologist,UnitedHealthcare,PID5192,,,,,,
HSID00141076,"4567 Oak Ave, Los Angeles, CA 90012",Los Angeles,555-555-5559,PHY18125,cardiologist,Cigna,PID5122,,,,,,
HSID00141077,"321 Elm St, San Francisco CA 94109",Chicago,555-555-1234,PHY18126,cardiologist,Bluecross,PID5142,,,,,,
HSID00141078,"789 Maple St, New York, NY 10001, USA",San Diego,555-123-4567,PHY18127,endocrinologist,Aetna,PID5112,,,,,,
HSID00141079,"5678 Elm St, Denver, CO 80202",New York,612-555-1234,PHY18128,uralogist,Cigna,PID5122,,,,,,
HSID00141080,"456 Pine St, New York, NY 10012",Fivetown,555-555-8888,PHY18129,oncologist,Bluecross,PID5142,,,,,,
HSID00141081,"1234 Main St, Anytown, USA",Chicago,555-987-6543,PHY18130,neurologist,Aetna,PID5112,,,,,,
HSID00141082,"456 Maple St, Los Angeles CA 90001",Los Angeles,555-9876-5432,PHY18131,oncologist,Cigna,PID5122,,,,,,
HSID00141083,"456 Maple St, Los Angeles CA 90001",Los Angeles,(213) 555-9876,PHY18132,neurologist,Bluecross,PID5142,,,,,,
HSID00141084,"7890 Maple St, Fourtown, USA",Miami,555-555-5555,PHY18133,oncologist,Cigna,PID5122,,,,,,
HSID00141085,"5678 Oak Ave, New York, NY 10001",New York,555-555-5555,PHY18134,neurologist,Medicare,PID5132,,,,,,
HSID00141086,"456 Oak St, Anytown USA 23456",New York,555-345-7890,PHY18135,oncologist,Cigna,PID5122,,,,,,
HSID00141087,"456 Maple St, Los Angeles CA 90001",New York,555-555-8888,PHY18136,cardiologist,Bluecross,PID5142,,,,,,
HSID00141088,"246 Walnut St, Chicago, IL 60601",New York,555-555-5555,PHY18137,oncologist,Bluecross,PID5142,,,,,,
HSID00141089,"9876 Elm St, Miami, FL",Houston,555-678-9012,PHY18138,neurologist,Bluecross,PID5142,,,,,,
HSID00141090,"789 Oak St, Los Angeles, CA 90013",San Francisco,555-6789-0123,PHY18139,oncologist,Bluecross,PID5142,,,,,,
HSID00141091,"6789 Elm St, Othertown, USA",Miami,555-555-5559,PHY18140,oncologist,Cigna,PID5122,,,,,,
HSID00141092,"456 Elm St, Los Angeles, CA 90001",Anytown,555-555-5558,PHY18141,neurologist,Unitedhealthcare,PID5192,,,,,,
HSID00141093,"4567 Oak Ave, San Francisco, CA 94110",Anytown,555-555-5559,PHY18142,oncologist,Cigna,PID5122,,,,,,
HSID00141094,"3456 Oak Ave, Los Angeles, CA 90012",Boston,206-555-7890,PHY18143,endocrinologist,Medicare,PID5132,,,,,,
HSID00141095,"1234 Oak St, Chicago IL 60601",Fivetown,555-567-8901,PHY18144,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00141096,"101 Maple St, Anytown, USA",Los Angeles,555-567-8901,PHY18145,oncologist,Aetna,PID5112,,,,,,
HSID00141097,"1234 Elm St, Atlanta, GA 30303",Denver,555-555-5559,PHY18146,uralogist,UnitedHealthcare,PID5192,,,,,,
HSID00141098,"9876 Elm St, Miami, FL",Otherville USA,555-123-4567,PHY18147,oncologist,Bluecross,PID5142,,,,,,
HSID00141099,"246 Pine St, Seattle, WA 98101",Fourtown,555-2345-6789,PHY18148,cardiologist,Bluecross,PID5142,,,,,,
HSID00141100,"7654 Cedar Rd, Denver, CO 80206",Houston,555-987-6543,PHY18149,neurologist,Aetna,PID5112,,,,,,
HSID00141101,"123 Main St, Anytown, USA",Anytown,555-555-5557,PHY18150,cardiologist,Bluecross,PID5142,,,,,,
HSID00141102,"9012 Oak St, Chicago, IL 60601",Boston,555-2345-6789,PHY18151,endocrinologist,Cigna,PID5122,,,,,,
HSID00141103,"3210 Cedar St, Houston, TX 77006",Newtown,(832) 555-6789,PHY18152,neurologist,Aetna,PID5112,,,,,,
HSID00141104,"222 Pine St, Anytown, USA",Newtown,555-987-6543,PHY18153,endocrinologist,Aetna,PID5112,,,,,,
HSID00141105,"456 Oak St, Miami, FL 33101",Los Angeles,555-123-4567,PHY18154,cardiologist,Aetna,PID5112,,,,,,
HSID00141106,"246 Pine St, Seattle, WA 98101",Boston,555-555-5557,PHY18155,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00141107,"9876 Maple Rd, Seattle, WA 98101",Houston,555-1234-5678,PHY18156,oncologist,Medicare,PID5132,,,,,,
HSID00141108,"456 Oak St, Otherville USA",Boston,555-123-4567,PHY18157,uralogist,Cigna,PID5122,,,,,,
HSID00141109,"4567 Oak Ave, Los Angeles, CA 90012",Seattle,555-555-5555,PHY18158,endocrinologist,Aetna,PID5112,,,,,,
HSID00141110,"1234 Maple St, Los Angeles, CA 90001",Houston,555-3456-2345,PHY18159,cardiologist,Bluecross,PID5142,,,,,,
HSID00141111,"9012 Pine St, New York, NY 10001",Anytown,555-678-9012,PHY18160,cardiologist,Unitedhealthcare,PID5192,,,,,,
HSID00141112,"3456 Oak Ave, Los Angeles, CA 90012",Anytown,555-555-5558,PHY18161,neurologist,Medicare,PID5132,,,,,,
HSID00141113,"3210 Cedar St, Houston, TX 77001",Los Angeles,555-123-4567,PHY18162,endocrinologist,Cigna,PID5122,,,,,,
HSID00141114,"135 Elm St, Boston, MA 02115",San Francisco,555-555-5555,PHY18163,uralogist,Cigna,PID5122,,,,,,
HSID00141115,"5678 Elm St, Denver, CO 80202",Los Angeles,555-555-5555,PHY18164,neurologist,Aetna,PID5112,,,,,,
HSID00141116,"6789 Elm St, Othertown, USA",Chicago,555-555-5558,PHY18165,neurologist,Bluecross,PID5142,,,,,,
HSID00141117,"1234 Pine St, Othernewtown, USA",Los Angeles,555-9876-5432,PHY18166,cardiologist,Bluecross,PID5142,,,,,,
HSID00141118,"1357 Main St, New York, NY",Seattle,555-555-5557,PHY18167,endocrinologist,Cigna,PID5122,,,,,,
HSID00141119,"1234 Oak St, Los Angeles, CA",Newtown USA,555-555-5559,PHY18168,neurologist,UnitedHealthcare,PID5192,,,,,,
HSID00141120,"789 Oak St, Los Angeles, CA 90013",New York,555-9876-5432,PHY18169,oncologist,Bluecross,PID5142,,,,,,
HSID00141121,"7890 Maple St, Fourtown, USA",San Francisco,555-987-6543,PHY18170,neurologist,Cigna,PID5122,,,,,,
HSID00141122,"123 Main St, San Francisco, CA 94114",New York,555-555-5555,PHY18171,uralogist,Aetna,PID5112,,,,,,
HSID00141123,"123 Main St, Anytown USA",Anytown USA,555-555-5558,PHY18172,uralogist,Bluecross,PID5142,,,,,,
HSID00141124,"1234 Maple St, Anytown, USA",Othernewtown,555-555-5558,PHY18173,cardiologist,Unitedhealthcare,PID5192,,,,,,
HSID00141125,"3210 Pine St, Boston, MA 02108",New York,555-555-5556,PHY18174,oncologist,Bluecross,PID5142,,,,,,
HSID00141126,"101 Maple St, Anytown, USA",Anytown,555-3456-7890,PHY18175,cardiologist,Cigna,PID5122,,,,,,
HSID00141127,"3210 Cedar St, Houston, TX 77006",Houston,555-3456-2345,PHY18176,neurologist,Cigna,PID5122,,,,,,
HSID00141128,"1234 Oak Ave, San Diego CA 92109",Los Angeles,555-555-5558,PHY18177,neurologist,Bluecross,PID5142,,,,,,
HSID00141129,"1234 Maple St, Los Angeles, CA 90001",Seattle,555-345-7890,PHY18178,endocrinologist,Unitedhealthcare,PID5192,,,,,,
HSID00141130,"321 Elm St, San Francisco CA 94109",Anytown,555-3456-7890,PHY18179,neurologist,Bluecross,PID5142,,,,,,
HSID00141131,"3456 Oak Ave, Los Angeles, CA 90012",Los Angeles,555-555-5559,PHY18180,neurologist,Bluecross,PID5142,,,,,,
HSID00141132,"123 Main St, Anytown, USA",Othertown,555-555-5559,PHY18181,cardiologist,Cigna,PID5122,,,,,,
HSID00141133,"9876 Elm St, Miami, FL",New York,555-222-3333,PHY18182,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00141134,"456 Oak St, Otherville USA",Seattle,555-555-5555,PHY18183,cardiologist,Bluecross,PID5142,,,,,,
HSID00141135,"9012 Oak St, Chicago, IL 60601",Chicago,555-555-5556,PHY18184,cardiologist,Bluecross,PID5142,,,,,,
HSID00141136,"246 Pine St, Seattle, WA 98101",Atlanta,555-555-5555,PHY18185,oncologist,Bluecross,PID5142,,,,,,
HSID00141137,"3210 Cedar St, Houston, TX 77001",Los Angeles,555-555-5555,PHY18186,uralogist,Medicare,PID5132,,,,,,
HSID00141138,"456 Pine St, New York, NY 10012",Houston,555-555-5558,PHY18187,cardiologist,Cigna,PID5122,,,,,,
HSID00141139,"3210 Pine St, Boston, MA 02108",Anytown USA,555-555-5559,PHY18188,endocrinologist,Aetna,PID5112,,,,,,
HSID00141140,"9012 Pine St, Chicago, IL 60601",Anytown USA,(312) 555-1234,PHY18189,oncologist,Cigna,PID5122,,,,,,
HSID00141141,"321 Elm St, San Francisco CA 94109",Los Angeles,555-555-5557,PHY18190,endocrinologist,Aetna,PID5112,,,,,,
HSID00141142,"3210 Pine St, Anytown, USA",Boston,555-555-5559,PHY18191,endocrinologist,BlueCross BlueShield,PID5142,,,,,,
HSID00141143,"123 Maple St, San Francisco, CA 94110",New York,555-555-5555,PHY18192,uralogist,Bluecross,PID5142,,,,,,
HSID00141144,"9012 Oak St, Chicago, IL 60601",New York,555-2222-3333,PHY18193,uralogist,Bluecross,PID5142,,,,,,
HSID00141145,"246 Birch St, Houston, TX 77002, USA",Chicago,555-555-5556,PHY18194,neurologist,Cigna,PID5122,,,,,,
HSID00141146,"1234 Main St, San Francisco, CA 94114",Los Angeles,305-555-4567,PHY18195,endocrinologist,Aetna,PID5112,,,,,,
HSID00141147,"3210 Cedar St, Houston, TX 77001",Los Angeles,555-6789-0123,PHY18196,cardiologist,Aetna,PID5112,,,,,,
HSID00141148,"1234 Maple St, Los Angeles, CA 90001",Anytown USA,555-555-5559,PHY18197,neurologist,Bluecross,PID5142,,,,,,
HSID00141149,"4567 Oak Ave, Los Angeles, CA 90012",Seattle,305-555-4567,PHY18198,cardiologist,Aetna,PID5112,,,,,,
HSID00141150,"4567 Maple Ave, Los Angeles CA 90001",Seattle,555-555-5555,PHY18199,oncologist,UnitedHealthcare,PID5192,,,,,,
HSID00141151,"321 Pine St, Otherville USA",Los Angeles,555-555-6666,PHY18200,neurologist,Bluecross,PID5142,,,,,,
HSID00141152,"123 Main St, Anytown, USA",Miami,555-222-3333,PHY18201,uralogist,Bluecross,PID5142,,,,,,
HSID00141153,"9012 Oak St, Chicago, IL 60601",Denver,555-3456-2345,PHY18202,cardiologist,Medicare,PID5132,,,,,,
HSID00141154,"123 Maple St, San Francisco, CA 94110",Fivetown,555-555-5555,PHY18203,oncologist,Bluecross,PID5142,,,,,,
HSID00141155,"7890 Cedar St, Anytown, USA",Los Angeles,555-345-7890,PHY18204,neurologist,Bluecross,PID5142,,,,,,
HSID00141156,"7890 Birch St, Atlanta, GA 30303",Anytown,555-678-9012,PHY18205,cardiologist,Aetna,PID5112,,,,,,
HSID00141157,"1234 Maple St, Los Angeles, CA 90001",Otherville USA,555-555-5555,PHY18206,neurologist,Cigna,PID5122,,,,,,
HSID00141158,"5678 Oak St, New York, NY 10001",San Francisco,555-9876-5432,PHY18207,neurologist,Aetna,PID5112,,,,,,
HSID00141159,"4567 Oak Ave, San Francisco, CA 94110",Houston,555-987-6543,PHY18208,endocrinologist,Cigna,PID5122,,,,,,
HSID00141160,"789 Oak St, Anytown, USA",Los Angeles,(646) 555-3456,PHY18209,cardiologist,Unitedhealthcare,PID5192,,,,,,
HSID00141161,"7890 Pine St, Seattle, WA 98101",New York,555-1234-5678,PHY18210,uralogist,Medicare,PID5132,,,,,,
HSID00141162,"101 Maple St, Anytown, USA",New York,305-555-4567,PHY18211,endocrinologist,Aetna,PID5112,,,,,,
HSID00141163,"1234 Oak Ave, San Diego CA 92109",San Francisco,555-345-6789,PHY18212,neurologist,Bluecross,PID5142,,,,,,
HSID00141164,"1234 Elm St, Anytown, USA",Fourtown,555-555-5559,PHY18213,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00141165,"6789 Elm St, Othertown, USA",Denver,555-123-4567,PHY18214,cardiologist,Bluecross,PID5142,,,,,,
HSID00141166,"1234 Oak St, Los Angeles, CA",Anytown USA,555-9876-5432,PHY18215,oncologist,Cigna,PID5122,,,,,,
HSID00141167,"5678 Elm St, Denver, CO 80202",Newtown,555-123-4567,PHY18216,neurologist,Aetna,PID5112,,,,,,
HSID00141168,"789 Oak St, Los Angeles, CA 90013",Anytown USA,555-3456-7890,PHY18217,cardiologist,Aetna,PID5112,,,,,,
HSID00141169,"1234 Maple St, Los Angeles, CA 90001",Anytown USA,555-2222-3333,PHY18218,endocrinologist,Cigna,PID5122,,,,,,
HSID00141170,"123 Maple St, San Francisco, CA 94110",Seattle,555-222-3333,PHY18219,neurologist,Unitedhealthcare,PID5192,,,,,,
HSID00141171,"9012 Pine St, Chicago, IL 60601",Chicago,555-678-9012,PHY18220,endocrinologist,Bluecross,PID5142,,,,,,
HSID00141172,"456 Maple St, Los Angeles CA 90001",New York,555-555-5555,PHY18221,neurologist,Cigna,PID5122,,,,,,
HSID00141173,"123 Main St, Anytown, USA",Chicago,555-234-5678,PHY18222,endocrinologist,Aetna,PID5112,,,,,,
HSID00141174,"1357 Main St, New York, NY",New York,555-555-5555,PHY18223,endocrinologist,Bluecross,PID5142,,,,,,
HSID00141175,"789 Pine St, Anytown USA 34567",Houston,555-555-5555,PHY18224,neurologist,Unitedhealthcare,PID5192,,,,,,
HSID00141176,"7890 Cedar St, Anytown, USA",Anytown USA,555-9876-5432,PHY18225,cardiologist,Unitedhealthcare,PID5192,,,,,,
HSID00141177,"456 Elm St, Los Angeles, CA 90001",New York,555-234-5678,PHY18226,uralogist,Medicare,PID5132,,,,,,
HSID00141178,"3456 Elm St, Miami, FL 33101",New York,555-345-6789,PHY18227,neurologist,Cigna,PID5122,,,,,,
HSID00141179,"222 Pine St, Anytown, USA",Chicago,555-3456-7890,PHY18228,neurologist,Medicare,PID5132,,,,,,
HSID00141180,"1357 Elm St, Seattle WA 98101",San Diego,555-555-5556,PHY18229,endocrinologist,Unitedhealthcare,PID5192,,,,,,
HSID00141181,"135 Elm St, Boston, MA 02115",Boston,555-555-5556,PHY18230,endocrinologist,Bluecross,PID5142,,,,,,
HSID00141182,"1357 Elm St, Seattle WA 98101",Chicago,555-987-6543,PHY18231,endocrinologist,Bluecross,PID5142,,,,,,
HSID00141183,"3210 Cedar Rd, Miami, FL 33101",Los Angeles,555-987-6543,PHY18232,uralogist,Cigna,PID5122,,,,,,
HSID00141184,"456 Maple St, Los Angeles CA 90001",Miami,555-555-5555,PHY18233,neurologist,Unitedhealthcare,PID5192,,,,,,
HSID00141185,"1234 Main St, Anytown, USA",New York,555-345-7890,PHY18234,cardiologist,Medicare,PID5132,,,,,,
HSID00141186,"456 Elm St, Los Angeles, CA 90001",Los Angeles,555-555-1234,PHY18235,neurologist,Aetna,PID5112,,,,,,
HSID00141187,"246 Walnut St, Chicago, IL 60601",Anytown,555-6789-0123,PHY18236,cardiologist,Medicare,PID5132,,,,,,
HSID00141188,"3210 Cedar St, Houston, TX 77006",Chicago,612-555-1234,PHY18237,endocrinologist,Medicare,PID5132,,,,,,
HSID00141189,"3456 Oak Ave, Los Angeles, CA 90012",Chicago,555-555-5556,PHY18238,oncologist,Bluecross,PID5142,,,,,,
HSID00141190,"1234 Maple St, Los Angeles, CA 90001",Miami,555-1234-5678,PHY18239,neurologist,Aetna,PID5112,,,,,,
HSID00141191,"3210 Pine St, Anytown, USA",New York,555-7890-1234,PHY18240,oncologist,Aetna,PID5112,,,,,,
HSID00141192,"9876 Maple St, Chicago, IL 60601",Chicago,555-123-4567,PHY18241,endocrinologist,Bluecross,PID5142,,,,,,
HSID00141193,"123 Main St, Anytown, USA",Los Angeles,555-555-5555,PHY18242,cardiologist,Cigna,PID5122,,,,,,
HSID00141194,"7890 Birch St, Houston, TX 77001",San Diego,555-234-5678,PHY18243,cardiologist,Bluecross,PID5142,,,,,,
HSID00141195,"3210 Cedar St, Houston, TX 77006",San Francisco,555-555-5555,PHY18244,uralogist,Cigna,PID5122,,,,,,
HSID00141196,"5678 Oak Ave, Miami, FL 33109",Chicago,555-555-5555,PHY18245,endocrinologist,Cigna,PID5122,,,,,,
HSID00141197,"9876 Elm St, Miami, FL",Boston,206-555-7890,PHY18246,oncologist,Cigna,PID5122,,,,,,
HSID00141198,"1234 Pine St, Othernewtown, USA",Seattle,555-555-5555,PHY18247,uralogist,Medicare,PID5132,,,,,,
HSID00141199,"789 Maple St, New York, NY 10001, USA",Los Angeles,555-123-4567,PHY18248,endocrinologist,Bluecross,PID5142,,,,,,
HSID00141200,"456 Oak St, Anytown USA 23456",New York,555-3456-7890,PHY18249,oncologist,Cigna,PID5122,,,,,,
HSID00141201,"3210 Pine St, Boston, MA 02108",Anytown USA,555-3456-7890,PHY18250,uralogist,Bluecross,PID5142,,,,,,
HSID00141202,"456 Oak St, Otherville USA",Seattle,206-555-7890,PHY18251,uralogist,Medicare,PID5132,,,,,,
HSID00141203,"3210 Cedar St, Houston, TX 77006",Houston,555-6789-0123,PHY18252,uralogist,Unitedhealthcare,PID5192,,,,,,
HSID00141204,"1234 Maple St, Los Angeles, CA 90001",Miami,(786) 555-7654,PHY18253,neurologist,Aetna,PID5112,,,,,,
HSID00141205,"3456 Maple St, Chicago, IL 60601",Anytown,555-2345-6789,PHY18254,endocrinologist,Cigna,PID5122,,,,,,
HSID00141206,"456 Elm St, Anytown, USA",Anytown,(786) 555-7654,PHY18255,neurologist,Unitedhealthcare,PID5192,,,,,,
HSID00141207,"5678 Maple Ave, Chicago, IL",Otherville USA,555-555-5559,PHY18256,neurologist,Bluecross,PID5142,,,,,,
HSID00141208,"3456 Elm St, Miami, FL 33101",Anytown,555-555-5556,PHY18257,neurologist,Cigna,PID5122,,,,,,
HSID00141209,"7890 Pine St, New York NY 10001",Otherville USA,555-3456-2345,PHY18258,neurologist,Aetna,PID5112,,,,,,
HSID00141210,"123 Main St, Anytown, USA",Miami,555-123-4567,PHY18259,endocrinologist,Cigna,PID5122,,,,,,
HSID00141211,"321 Elm St, San Francisco CA 94109",Los Angeles,555-678-9012,PHY18260,uralogist,Cigna,PID5122,,,,,,
HSID00141212,"1234 Main St, Anytown, USA",Houston,(213) 555-9876,PHY18261,oncologist,Aetna,PID5112,,,,,,
HSID00141213,"123 Main St, Anytown USA",Othernewtown,555-7890-1234,PHY18262,cardiologist,Medicare,PID5132,,,,,,
HSID00141214,"1234 Main St, San Francisco, CA 94114",Houston,555-9876-5432,PHY18263,cardiologist,Unitedhealthcare,PID5192,,,,,,
